MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
"","","","","","",DCBP250C,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DCBP250C,DCBP250C,DCBP520C Dewalt Starter Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DCBP250C,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DCBP250C, P520 Grit",DEW MCB,DEWALT DCBP250C Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DCBP250C Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Grit,520,"",Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",5328,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,5328,5328,5328 Lg. Leather Phone Holster - Clip-on,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,-,-,"",5328,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"-, Cut-Off Disc, 5328, Industrial Tooling Spec              ",MFR MTL COD,- 5328 Cut-Off Disc,"- Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",- 5328 Cut-Off Disc,"Engineered for industrial professionals, the - Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/3200-20,"","","","","",3200-20,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,3200-20,3200-20,3200-20 Milw Voltage Detector,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",3200-20,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 3200-20, High Performance Component",MILW MTL COD,Milwaukee 3200-20 Cut-Off Disc,"Milwaukee Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 3200-20 Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/3202-20,"","","","","",3202-20,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,3202-20,3202-20,3202-20 Milw Voltage Detector w/ LED,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",3202-20,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 3202-20, High Performance Component",MILW MTL COD,Milwaukee 3202-20 Cut-Off Disc,"Milwaukee Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 3202-20 Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
https://www.milwaukeetool.com/Products/3203-20,"","","","","",3203-20,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,3203-20,3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,"",3203-20,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Milwaukee Tool, Cut-Off Disc, 3203-20, High Performance Component",MILW MTL COD,Milwaukee 3203-20 Cut-Off Disc,"Milwaukee Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Milwaukee 3203-20 Cut-Off Disc,"Engineered for industrial professionals, the Milwaukee Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",BC-12300,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,BC-12300,BC-12300,"BC-12300 BigCal 12""/300mm",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodpeckers Inc (WOODP),Woodpeckers Inc,Woodpeckers Inc,"",BC-12300,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Woodpeckers Inc, Cut-Off Disc, BC-12300, 12 in, Industrial Duty",MFR 12IN MTL COD,Woodpeckers Inc BC-12300 12 in Cut-Off Disc,"Woodpeckers Inc Cut-Off Disc, 12 in Dia, Aluminum Oxide Construction, Designed for Metal Cutting.",Woodpeckers Inc BC-12300 12 in Cut-Off Disc,"Engineered for industrial professionals, the Woodpeckers Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,12,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",BC-24600,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,BC-24600,BC-24600,"BC-24600 BigCal 24""/600mm",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodpeckers Inc (WOODP),Woodpeckers Inc,Woodpeckers Inc,"",BC-24600,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Woodpeckers Inc, Cut-Off Disc, BC-24600, 24 in, Industrial Duty",MFR 24IN MTL COD,Woodpeckers Inc BC-24600 24 in Cut-Off Disc,"Woodpeckers Inc Cut-Off Disc, 24 in Dia, Aluminum Oxide Construction, Designed for Metal Cutting.",Woodpeckers Inc BC-24600 24 in Cut-Off Disc,"Engineered for industrial professionals, the Woodpeckers Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,24,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DW08302CG,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DW08302CG,DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DW08302CG,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DW08302CG, Industrial Duty",DEW MTL COD,DEWALT DW08302CG Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DW08302CG Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",GCL165-42GL,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,GCL165-42GL,GCL165-42GL,GCL165--42GL Cross Line Laser,-- Unbranded --,-- No Unilog Brand --,Robt Bosch Tool Corp (6564),None,Robert Bosch Tool Corporation,Bosch,"",GCL165-42GL,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Robert Bosch Tool Corporation, Cut-Off Disc, GCL165-42GL, Industrial Duty",BOSC MTL COD,Bosch GCL165-42GL Cut-Off Disc,"Bosch Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Bosch GCL165-42GL Cut-Off Disc,"Engineered for industrial professionals, the Bosch Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DW08802CG,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DW08802CG,DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DW08802CG,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DW08802CG, Industrial Duty",DEW MTL COD,DEWALT DW08802CG Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DW08802CG Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DW088CG,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DW088CG,DW088CG,DW088CG Dewalt Laser - Green Cross Line,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DW088CG,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DW088CG, Industrial Duty",DEW MTL COD,DEWALT DW088CG Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DW088CG Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DW089CG,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DW089CG,DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DW089CG,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DW089CG, Industrial Duty",DEW MTL COD,DEWALT DW089CG Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DW089CG Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DCLE34520GB,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DCLE34520GB,DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DCLE34520GB,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DCLE34520GB, Industrial Duty",DEW MTL COD,DEWALT DCLE34520GB Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DCLE34520GB Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DCLE34031B,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DCLE34031B,DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DCLE34031B,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DCLE34031B, Industrial Duty",DEW MTL COD,DEWALT DCLE34031B Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DCLE34031B Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",DW0822CG,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,DW0822CG,DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DeWalt Industrial Tool Co.,DEWALT,"",DW0822CG,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"DeWalt Industrial Tool Co., Cut-Off Disc, DW0822CG, Industrial Duty",DEW MTL COD,DEWALT DW0822CG Cut-Off Disc,"DEWALT Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",DEWALT DW0822CG Cut-Off Disc,"Engineered for industrial professionals, the DEWALT Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",25459,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,25459,25459,25459 Mason Line Brd Orange - 500',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),U S Tape Company,U S Tape Company,"",25459,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"U S Tape Company, Cut-Off Disc, 25459, 500 in, Industrial Duty",MFR 500IN MTL COD,U S Tape Company 25459 500 in Cut-Off Disc,"U S Tape Company Cut-Off Disc, 500 in Dia, Aluminum Oxide Construction, Designed for Metal Cutting.",U S Tape Company 25459 500 in Cut-Off Disc,"Engineered for industrial professionals, the U S Tape Company Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,500,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
